symptom_text,risk_tier
payyanukku multivitamin syrup,CALL_ASHA
light body vali enna marundhu,CALL_ASHA
ponnukku folic acid epo,CALL_ASHA
ammaku vitamin d tablet,CALL_ASHA
baby ku DPT epo,CALL_ASHA
en veetukararukku iron tablet epo,CALL_ASHA
maganukku calcium epo poda,CALL_ASHA
enga pondati ku vitamin epo,CALL_ASHA
en appaku protein powder venum,CALL_ASHA
light salli enna seyya,CALL_ASHA
payyanukku BP mathirai doubt,CALL_ASHA
ponnukku iron syrup epo,CALL_ASHA
en ammaku folic acid epo,CALL_ASHA
baby ku measles oosi,CALL_ASHA
veetukarar mild thala vali enna,CALL_ASHA
enga appaku calcium epo,CALL_ASHA
pondatiku multivitamin epo,CALL_ASHA
payyanukku light cold enna marundhu,CALL_ASHA
en ponnukku protein epo,CALL_ASHA
ammaku iron tablet venum,CALL_ASHA
baby ku DPT date epo,CALL_ASHA
veetukararukku sleeping tablet,CALL_ASHA
en maganukku folic acid epo,CALL_ASHA
enga pondati ku calcium mathirai,CALL_ASHA
baby ku BCG epo,CALL_ASHA
appaku vitamin d venum,CALL_ASHA
light headache enna panlam,CALL_ASHA
payyanukku iron epo,CALL_ASHA
ponnukku mild salli enna,CALL_ASHA
ammaku BP tablet epo,CALL_ASHA
veetukararukku multivitamin,CALL_ASHA
magalukku protein powder,CALL_ASHA
enga appaku calcium tablet,CALL_ASHA
baby ku measles vaccine,CALL_ASHA
pondatiku iron syrup epo,CALL_ASHA
payyanukku folic acid venum,CALL_ASHA
light body pain enna venum,CALL_ASHA
en ponnukku vitamin tablet epo,CALL_ASHA
ammaku mild cough enna,CALL_ASHA
veetukararukku iron tablet,CALL_ASHA
en maganukku calcium epo,CALL_ASHA
enga pondati ku vitamin d,CALL_ASHA
baby ku DPT booster,CALL_ASHA
appaku sleeping tablet epo,CALL_ASHA
en payyanukku light weak enna,CALL_ASHA
ponnukku protein epo,CALL_ASHA
ammaku folic acid,CALL_ASHA
baby ku BCG date,CALL_ASHA
en veetukarar mild salli enna,CALL_ASHA
magalukku iron mathirai,CALL_ASHA
enga appaku multivitamin epo,CALL_ASHA
en pondatiku calcium venum,CALL_ASHA
payyanukku BP doubt,CALL_ASHA
ponnukku vitamin epo,CALL_ASHA
ammaku iron epo,CALL_ASHA
veetukararukku protein,CALL_ASHA
magan light headache enna,CALL_ASHA
baby ku polio booster,CALL_ASHA
appaku calcium tablet venum,CALL_ASHA
payyanukku mild cold enna,CALL_ASHA
ponnukku iron syrup,CALL_ASHA
en ammaku vitamin d epo,CALL_ASHA
veetukararukku sleeping issue,CALL_ASHA
magalukku multivitamin,CALL_ASHA
enga appaku light body pain,CALL_ASHA
pondatiku protein powder epo,CALL_ASHA
payyanukku calcium mathirai,CALL_ASHA
en ponnukku mild salli,CALL_ASHA
ammaku iron tablet,CALL_ASHA
baby ku next injection,CALL_ASHA
veetukararukku folic acid venum,CALL_ASHA
en maganukku vitamin tablet epo,CALL_ASHA
enga pondati ku BP mathirai,CALL_ASHA
appaku light cough enna,CALL_ASHA
en payyanukku iron epo,CALL_ASHA
ponnukku calcium epo,CALL_ASHA
ammaku protein epo,CALL_ASHA
baby ku polio date,CALL_ASHA
en veetukarar mild weak enna,CALL_ASHA
magalukku multivitamin syrup,CALL_ASHA
enga appaku folic acid epo,CALL_ASHA
baby ku DPT,CALL_ASHA
en pondatiku vitamin d venum,CALL_ASHA
payyanukku sleeping tablet,CALL_ASHA
ponnukku light thala vali enna,CALL_ASHA
ammaku calcium tablet,CALL_ASHA
baby ku BCG booster,CALL_ASHA
veetukararukku iron syrup epo,CALL_ASHA
maganukku protein powder,CALL_ASHA
enga pondati ku mild cold enna,CALL_ASHA
baby ku next vaccine date,CALL_ASHA
appaku multivitamin epo,CALL_ASHA
payyanukku folic acid,CALL_ASHA
ponnukku iron tablet venum,CALL_ASHA
en ammaku BP tablet doubt,CALL_ASHA
baby ku measles epo,CALL_ASHA
veetukararukku calcium epo,CALL_ASHA
magal light body pain enna,CALL_ASHA
enga appaku vitamin epo,CALL_ASHA
baby ku polio oosi,CALL_ASHA
pondatiku protein venum,CALL_ASHA
payyanukku mild salli enna,CALL_ASHA
en ponnukku multivitamin,CALL_ASHA
ammaku iron syrup epo,CALL_ASHA
veetukararukku folic acid,CALL_ASHA
en maganukku calcium mathirai,CALL_ASHA
enga pondati ku vitamin d tablet,CALL_ASHA
baby ku BCG,CALL_ASHA
appaku light fever illa enna,CALL_ASHA
en payyanukku sleeping issue enna,CALL_ASHA
ponnukku protein powder epo,CALL_ASHA
ammaku mild cough marundhu,CALL_ASHA
எங்க அம்மாவுக்கு இந்த மாத்திரை எப்போ போடணும்னு கொஞ்சம் சொல்லுங்க,CALL_ASHA
பாப்பாக்கு ஊசி போடுற தேதி எப்போ,CALL_ASHA
எனக்கு ரொம்ப சோர்வா இருக்கு சத்து மாத்திரை வேணும்,CALL_ASHA
என் பையனுக்கு கால்சியம் மாத்திரை எப்போ கொடுக்கணும்,CALL_ASHA
எங்க பொண்டாட்டிக்கு வைட்டமின் டேப்லெட் வேணும் கொஞ்சம் சொல்லுங்க,CALL_ASHA
பாப்பாக்கு அடுத்த வேக்சின் எப்போ,CALL_ASHA
எங்க அப்பாவுக்கு பிரஷர் மாத்திரை டோஸ் என்ன,CALL_ASHA
என் பொண்ணுக்கு இருமல் சிரப் எப்போ கொடுக்கலாம்,CALL_ASHA
பாப்பாக்கு போலியோ ஊசி தேதி எப்போ,CALL_ASHA
எங்க அம்மாவுக்கு இரும்பு மாத்திரை வேணுமா,CALL_ASHA
என் பையனுக்கு மல்டிவிட்டமின் சிரப் எப்போ,CALL_ASHA
பாப்பாக்கு அடுத்த ஊசி எப்போ போடணும்,CALL_ASHA
எங்க பொண்டாட்டிக்கு கால்சியம் டேப்லெட் டோஸ் என்ன,CALL_ASHA
என் அப்பாக்கு சர்க்கரை மாத்திரை எப்போ சாப்பிடணும்,CALL_ASHA
பாப்பாக்கு வைட்டமின் கொடுக்கணுமா,CALL_ASHA
எங்க அம்மாவுக்கு புரோட்டீன் பவுடர் வேணும்,CALL_ASHA
என் பொண்ணுக்கு எர்ஜி மாத்திரை வேணும்,CALL_ASHA
பாப்பாக்கு அடுத்த இன்ஜெக்ஷன் தேதி எப்போ,CALL_ASHA
எங்க தாத்தாவுக்கு பிரஷர் டேப்லெட் எப்போ,CALL_ASHA
என் பையனுக்கு கால்சியம் டேப்லெட் வேணும்,CALL_ASHA
பாப்பாக்கு போலியோ டிராப் எப்போ கொடுக்கணும்,CALL_ASHA
எங்க பொண்டாட்டிக்கு இரும்பு மாத்திரை டோஸ் என்ன,CALL_ASHA
என் அம்மாவுக்கு வைட்டமின் சிரப் எப்போ,CALL_ASHA
பாப்பாக்கு வேக்சின் லிஸ்ட் கொஞ்சம் சொல்லுங்க,CALL_ASHA
எங்க அப்பாக்கு டயபடிக் மாத்திரை எப்போ,CALL_ASHA
என் பொண்ணுக்கு சத்து மாத்திரை வேணும்,CALL_ASHA
பாப்பாக்கு அடுத்த ஊசி எப்போ,CALL_ASHA
எங்க தாத்தாவுக்கு கால்சியம் மாத்திரை எப்போ,CALL_ASHA
என் பையனுக்கு மல்டிவிட்டமின் வேணுமா,CALL_ASHA
எங்க அம்மாவுக்கு இரும்பு டேப்லெட் டோஸ் என்ன,CALL_ASHA
பாப்பாக்கு இன்ஜெக்ஷன் தேதி எப்போ,CALL_ASHA
என் பொண்டாட்டிக்கு புரோட்டீன் பவுடர் எப்போ,CALL_ASHA
எங்க அப்பாவுக்கு சர்க்கரை கண்ட்ரோல் மாத்திரை,CALL_ASHA
என் பொண்ணுக்கு கால்சியம் டேப்லெட் வேணும்,CALL_ASHA
பாப்பாக்கு போலியோ ஊசி எப்போ,CALL_ASHA
எங்க பொண்டாட்டிக்கு வைட்டமின் டேப்லெட் எப்போ,CALL_ASHA
என் பையனுக்கு எர்ஜி இல்லை மாத்திரை வேணும்,CALL_ASHA
பாப்பாக்கு அடுத்த வேக்சின் தேதி,CALL_ASHA
எங்க அம்மாவுக்கு இரும்பு மாத்திரை வேணும்,CALL_ASHA
என் அப்பாக்கு டயபடிக் டேப்லெட் டோஸ் என்ன,CALL_ASHA
பாப்பாக்கு வைட்டமின் சிரப் எப்போ,CALL_ASHA
எங்க தாத்தாவுக்கு கால்சியம் மாத்திரை,CALL_ASHA
என் பொண்ணுக்கு மல்டிவிட்டமின் எப்போ,CALL_ASHA
பாப்பாக்கு ஊசி போடுற தேதி,CALL_ASHA
எங்க பொண்டாட்டிக்கு புரோட்டீன் வேணும்,CALL_ASHA
என் பையனுக்கு இருமல் சிரப் எப்போ,CALL_ASHA
எங்க அம்மாவுக்கு சத்து மாத்திரை வேணும்,CALL_ASHA
பாப்பாக்கு அடுத்த இன்ஜெக்ஷன் எப்போ,CALL_ASHA
என் அப்பாக்கு பிரஷர் மாத்திரை எப்போ,CALL_ASHA
எங்க பொண்ணுக்கு கால்சியம் டேப்லெட்,CALL_ASHA
பாப்பாக்கு போலியோ டிராப்,CALL_ASHA
என் பொண்டாட்டிக்கு இரும்பு மாத்திரை,CALL_ASHA
எங்க தாத்தாவுக்கு வைட்டமின் எப்போ,CALL_ASHA
என் பையனுக்கு எர்ஜி மாத்திரை வேணும்,CALL_ASHA
பாப்பாக்கு வேக்சின் டேட் எப்போ,CALL_ASHA
எங்க அம்மாவுக்கு மல்டிவிட்டமின் சிரப்,CALL_ASHA
என் அப்பாக்கு சர்க்கரை மாத்திரை,CALL_ASHA
எங்க பொண்டாட்டிக்கு கால்சியம் வேணும்,CALL_ASHA
பாப்பாக்கு அடுத்த ஊசி,CALL_ASHA
என் பொண்ணுக்கு இரும்பு டேப்லெட்,CALL_ASHA
எங்க அப்பாவுக்கு டயபடிக் டவுட்,CALL_ASHA
என் பையனுக்கு வைட்டமின் சிரப்,CALL_ASHA
பாப்பாக்கு இன்ஜெக்ஷன் தேதி,CALL_ASHA
எங்க அம்மாவுக்கு புரோட்டீன் பவுடர்,CALL_ASHA
என் பொண்டாட்டிக்கு எர்ஜி மாத்திரை,CALL_ASHA
பாப்பாக்கு போலியோ ஊசி,CALL_ASHA
எங்க தாத்தாவுக்கு கால்சியம் டேப்லெட்,CALL_ASHA
என் பொண்ணுக்கு மல்டிவிட்டமின்,CALL_ASHA
எங்க அப்பாக்கு சத்து மாத்திரை,CALL_ASHA
பாப்பாக்கு வேக்சின் லிஸ்ட்,CALL_ASHA
என் பையனுக்கு இரும்பு மாத்திரை,CALL_ASHA
எங்க பொண்டாட்டிக்கு வைட்டமின் டேப்லெட்,CALL_ASHA
பாப்பாக்கு அடுத்த வேக்சின்,CALL_ASHA
எங்க அம்மாவுக்கு கால்சியம் மாத்திரை,CALL_ASHA
என் அப்பாக்கு பிரஷர் டேப்லெட்,CALL_ASHA
என் பொண்ணுக்கு சிரப் டோஸ்,CALL_ASHA
பாப்பாக்கு ஊசி எப்போ,CALL_ASHA
எங்க பொண்டாட்டிக்கு புரோட்டீன்,CALL_ASHA
என் பையனுக்கு எர்ஜி டேப்லெட்,CALL_ASHA
எங்க தாத்தாவுக்கு வைட்டமின்,CALL_ASHA
என் அம்மாவுக்கு இரும்பு மாத்திரை,CALL_ASHA
பாப்பாக்கு இன்ஜெக்ஷன்,CALL_ASHA
எங்க அப்பாக்கு சர்க்கரை மாத்திரை,CALL_ASHA
என் பொண்ணுக்கு கால்சியம்,CALL_ASHA
எங்க பொண்டாட்டிக்கு மல்டிவிட்டமின்,CALL_ASHA
பாப்பாக்கு வேக்சின் தேதி,CALL_ASHA
என் பையனுக்கு சத்து மாத்திரை,CALL_ASHA
எங்க அம்மாவுக்கு புரோட்டீன்,CALL_ASHA
என் அப்பாக்கு டயபடிக் மாத்திரை,CALL_ASHA
பாப்பாக்கு போலியோ,CALL_ASHA
எங்க பொண்டாட்டிக்கு வைட்டமின் சிரப்,CALL_ASHA
என் பையனுக்கு கால்சியம்,CALL_ASHA
எங்க தாத்தாவுக்கு எர்ஜி மாத்திரை,CALL_ASHA
பாப்பாக்கு வேக்சின்,CALL_ASHA
எங்க அம்மாவுக்கு மல்டிவிட்டமின்,CALL_ASHA
என் அப்பாக்கு பிரஷர் மாத்திரை,CALL_ASHA
என் பொண்ணுக்கு சத்து மாத்திரை,CALL_ASHA
எங்க பொண்டாட்டிக்கு இரும்பு மாத்திரை,CALL_ASHA
என் பையனுக்கு வைட்டமின்,CALL_ASHA
எங்க அம்மாவுக்கு கால்சியம் டேப்லெட்,CALL_ASHA
என் அப்பாக்கு சர்க்கரை கண்ட்ரோல்,CALL_ASHA
என் பொண்ணுக்கு புரோட்டீன்,CALL_ASHA
எங்க தாத்தாவுக்கு இரும்பு மாத்திரை,CALL_ASHA
பாப்பாக்கு ஊசி,CALL_ASHA
என் பையனுக்கு மல்டிவிட்டமின் சிரப்,CALL_ASHA
எங்க அம்மாவுக்கு வைட்டமின் டேப்லெட்,CALL_ASHA
என் அப்பாக்கு டயபடிக் டேப்லெட்,CALL_ASHA
என் பொண்ணுக்கு கால்சியம் மாத்திரை,CALL_ASHA
பாப்பாக்கு வேக்சின் டேட்,CALL_ASHA
எங்க பொண்டாட்டிக்கு சத்து மாத்திரை,CALL_ASHA
எங்க தாத்தாவுக்கு புரோட்டீன்,CALL_ASHA
என் பொண்ணுக்கு வைட்டமின் சிரப்,CALL_ASHA
எங்க பொண்டாட்டிக்கு கால்சியம்,CALL_ASHA
எங்க அம்மாவுக்கு இரும்பு மாத்திரை,CALL_ASHA
என் பொண்ணுக்கு புரோட்டீன் பவுடர்,CALL_ASHA
எங்க தாத்தாவுக்கு மல்டிவிட்டமின்,CALL_ASHA
என் பொண்டாட்டிக்கு சத்து மாத்திரை,CALL_ASHA
என் பையனுக்கு கால்சியம் டேப்லெட்,CALL_ASHA
பாப்பாக்கு ஊசி தேதி,CALL_ASHA
எங்க அம்மாவுக்கு வைட்டமின்,CALL_ASHA
என் அப்பாக்கு டயபடிக்,CALL_ASHA
என் பொண்ணுக்கு இரும்பு,CALL_ASHA
எங்க பொண்டாட்டிக்கு பிரஷர் மாத்திரை,CALL_ASHA
என் பையனுக்கு எர்ஜி மாத்திரை,CALL_ASHA
எங்க அம்மாவுக்கு கால்சியம்,CALL_ASHA
என் அப்பாக்கு புரோட்டீன்,CALL_ASHA
எங்க தாத்தாவுக்கு சத்து மாத்திரை,CALL_ASHA
என் பொண்டாட்டிக்கு வைட்டமின் சிரப்,CALL_ASHA
எங்க அம்மாவுக்கு டயபடிக் மாத்திரை,CALL_ASHA
என் அப்பாக்கு கால்சியம்,CALL_ASHA
என் அப்பாக்கு வைட்டமின்,CALL_ASHA
என் பொண்ணுக்கு எர்ஜி மாத்திரை,CALL_ASHA
எங்க தாத்தாவுக்கு பிரஷர் மாத்திரை,CALL_ASHA
என் பொண்டாட்டிக்கு கால்சியம் டேப்லெட்,CALL_ASHA
என் பையனுக்கு புரோட்டீன்,CALL_ASHA
என் அப்பாக்கு சத்து மாத்திரை,CALL_ASHA
எங்க பொண்டாட்டிக்கு வைட்டமின்,CALL_ASHA
என் அப்பாக்கு எர்ஜி மாத்திரை,CALL_ASHA
என் பொண்டாட்டிக்கு மல்டிவிட்டமின்,CALL_ASHA
என் பையனுக்கு இரும்பு,CALL_ASHA
எங்க அம்மாவுக்கு எர்ஜி மாத்திரை,CALL_ASHA
என் அப்பாக்கு மல்டிவிட்டமின்,CALL_ASHA
என் பொண்ணுக்கு வைட்டமின்,CALL_ASHA
எங்க தாத்தாவுக்கு கால்சியம்,CALL_ASHA
என் பொண்டாட்டிக்கு புரோட்டீன்,CALL_ASHA
என் பொண்ணுக்கு எர்ஜி,CALL_ASHA
பேபிக்கு அடுத்த ஊசி எப்போ போடணும் கொஞ்சம் சொல்லுங்க,CALL_ASHA
கர்ப்பிணி மனைவிக்கு இரும்பு மாத்திரை எப்போ சாப்பிடணும்,CALL_ASHA
பாப்பாக்கு கால்சியம் டிராப்ஸ் வேணும்,CALL_ASHA
என் பையனுக்கு மல்டிவிட்டமின் சிரப் எப்போ தரணும்,CALL_ASHA
சின்னு பொண்ணு பால் குடிக்குறது குறைஞ்சிருக்கு என்ன பண்ணலாம்,CALL_ASHA
அடுத்த போலியோ தடுப்பூசி எப்போ பாப்பாவுக்கு,CALL_ASHA
கர்ப்பிணி பொண்டாட்டிக்கு கால்சியம் டேப்லட் வேணும்,CALL_ASHA
என் பேபிக்கு லேசான ஜுரம் இருக்கு ஆனா பரவாயில்லையே,CALL_ASHA
மகனுக்கு டீவார்மிங் மருந்து எப்போ தரணும்,CALL_ASHA
பேபிக்கு இரும்பு டிராப்ஸ் கொஞ்சம் வேணும்,CALL_ASHA
கர்ப்பிணி மனைவிக்கு அடுத்த செக் அப் எப்போ,CALL_ASHA
என் சின்னு பையனுக்கு விட்டமின் சிரப் வேணும்,CALL_ASHA
அடுத்த வாக்சினேஷன் கேம்ப் எப்போ என் பையனுக்கு,CALL_ASHA
கர்ப்பிணி பொண்ணுக்கு ஃபோலிக் ஆசிட் மாத்திரை எப்போ,CALL_ASHA
பேபி சாப்பிடுறது சரியில்ல எப்படி பண்ணலாம்,CALL_ASHA
என் மனைவிக்கு கர்ப்பத்தில் கால்சியம் மாத்திரை வேணும்,CALL_ASHA
பாப்பாக்கு அடுத்த ஷாட் தேதி என்ன,CALL_ASHA
சின்னு பையனுக்கு இருமல் சிரப் எப்போ தரலாம்,CALL_ASHA
கர்ப்பிணி மனைவிக்கு தலைவலி வருது ஆனா சீரியஸ் இல்ல,CALL_ASHA
என் பேபிக்கு வெயிட்டை எப்படி அதிகரிக்கலாம் கொஞ்சம் சொல்லுங்க,CALL_ASHA
மகளுக்கு அடுத்த வாக்சின் எப்போ,CALL_ASHA
பொண்டாட்டிக்கு இரும்பு சப்ளிமெண்ட் வேணும்,CALL_ASHA
பேபிக்கு லேசான சளி இருக்கு பரவாயில்லையா,CALL_ASHA
என் பையனுக்கு விட்டமின் டேப்லட் எப்போ,CALL_ASHA
கர்ப்பிணி பொண்ணுக்கு டயட் என்ன வேணும்,CALL_ASHA
பேபிக்கு பால் கொடுக்குற நேரம் எப்படி இருக்கணும்,CALL_ASHA
சின்னு பையனுக்கு வாக்சினேஷன் தேதி எப்போ,CALL_ASHA
என் மனைவிக்கு கால்சியம் டேப்லட் கொஞ்சம் வேணும்,CALL_ASHA
பேபி நல்லா தூங்கல என்ன பண்ணலாம்,CALL_ASHA
கர்ப்பிணி மனைவிக்கு டெட்டனஸ் ஷாட் எப்போ,CALL_ASHA
மகளுக்கு இரும்பு சிரப் வேணும்,CALL_ASHA
என் பேபிக்கு லேசான வயிற்றுப்போக்கு இருக்கு ஆனா ஜுரம் இல்ல,CALL_ASHA
பொண்டாட்டிக்கு கர்ப்ப மாத்திரை எப்போ சாப்பிடணும்,CALL_ASHA
பாப்பாக்கு அடுத்த போலியோ டோஸ் எப்போ,CALL_ASHA
சின்னு பையனுக்கு மல்டிவிட்டமின் எப்போ தரணும்,CALL_ASHA
என் கர்ப்பிணி மனைவிக்கு முதுகு வலி லேசா இருக்கு என்ன,CALL_ASHA
பையனுக்கு டீவார்மிங் டேப்லட் எப்போ,CALL_ASHA
பேபிக்கு தாய்ப்பால் எப்படி கொடுக்கணும்,CALL_ASHA
மகளுக்கு விட்டமின் டிராப்ஸ் வேணும்,CALL_ASHA
என் கர்ப்பிணி பொண்ணுக்கு செக் அப் தேதி எப்போ,CALL_ASHA
பேபிக்கு லேசான சளி இருக்கு என்ன செய்யணும்,CALL_ASHA
மனைவிக்கு ஃபோலிக் ஆசிட் எப்போ வேணும்,CALL_ASHA
பேபிக்கு அடுத்த வாக்சினேஷன் எப்போ,CALL_ASHA
என் சின்னு பையனுக்கு இருமல் மருந்து எப்போ,CALL_ASHA
கர்ப்பிணி மனைவிக்கு கால்சியம் வேணும் கொஞ்சம்,CALL_ASHA
பேபிக்கு வெயிட் கெயின் இல்ல என்ன பண்ணலாம்,CALL_ASHA
மகனுக்கு அடுத்த வாக்சின் தேதி சொல்லுங்க,CALL_ASHA
என் பொண்டாட்டிக்கு இரும்பு மாத்திரை எப்போ,CALL_ASHA
பேபி சாப்பிடுறது சரியில்ல,CALL_ASHA
கர்ப்பிணி பொண்ணுக்கு டயட் பிளான் வேணும்,CALL_ASHA
பையனுக்கு விட்டமின் சிரப் எப்போ,CALL_ASHA
என் சின்னு பையனுக்கு வாக்சினேஷன் கேம்ப் எப்போ,CALL_ASHA
மனைவிக்கு கர்ப்பத்தில் மாத்திரை வேணும்,CALL_ASHA
பேபிக்கு லேசான ஜுரம் இருக்கு பரவாயில்லையா,CALL_ASHA
மகளுக்கு இரும்பு சப்ளிமெண்ட் எப்போ,CALL_ASHA
என் பேபிக்கு பால் குடிக்க சிரமம் என்ன செய்யலாம்,CALL_ASHA
கர்ப்பிணி மனைவிக்கு தலைவலி லேசா இருக்கு,CALL_ASHA
மகனுக்கு டீவார்மிங் எப்போ,CALL_ASHA
பேபிக்கு அடுத்த ஷாட் எப்போ,CALL_ASHA
என் பொண்டாட்டிக்கு கால்சியம் டேப்லட் வேணும்,CALL_ASHA
சின்னு பையனுக்கு லேசான சளி இருக்கு என்ன,CALL_ASHA
கர்ப்பிணி பொண்ணுக்கு ஃபோலிக் ஆசிட் எப்போ,CALL_ASHA
பேபி தூங்குற நேரம் என்ன,CALL_ASHA
என் மனைவிக்கு கர்ப்ப செக் அப் எப்போ,CALL_ASHA
பையனுக்கு மல்டிவிட்டமின் வேணும்,CALL_ASHA
பேபிக்கு சளி இருக்கு ஆனா ஜுரம் இல்ல,CALL_ASHA
என் கர்ப்பிணி மனைவிக்கு இரும்பு மாத்திரை எப்போ,CALL_ASHA
பேபிக்கு வெயிட் எப்படி அதிகப்படுத்தலாம்,CALL_ASHA
மகனுக்கு இருமல் சிரப் எப்போ,CALL_ASHA
பொண்டாட்டிக்கு கர்ப்ப டயட் என்ன வேணும்,CALL_ASHA
என் சின்னு பையனுக்கு விட்டமின் எப்போ தரணும்,CALL_ASHA
பேபிக்கு லேசான இருமல் இருக்கு,CALL_ASHA
கர்ப்பிணி பொண்ணுக்கு கால்சியம் வேணும்,CALL_ASHA
பையனுக்கு வாக்சினேஷன் தேதி எப்போ,CALL_ASHA
என் பேபிக்கு பால் கொடுக்க சிரமம்,CALL_ASHA
மனைவிக்கு தலைவலி இருக்கு ஆனா சீரியஸ் இல்ல,CALL_ASHA
மகளுக்கு இரும்பு டிராப்ஸ் எப்போ,CALL_ASHA
பேபிக்கு அடுத்த போலியோ எப்போ,CALL_ASHA
என் கர்ப்பிணி மனைவிக்கு மாத்திரை எப்போ போடணும்,CALL_ASHA
சின்னு பையனுக்கு டீவார்மிங் மருந்து வேணும்,CALL_ASHA
பேபி அழுகை அதிகம் ஆனா ஜுரம் இல்ல,CALL_ASHA
பொண்டாட்டிக்கு ஃபோலிக் ஆசிட் வேணும்,CALL_ASHA
என் மகனுக்கு லேசான சளி என்ன செய்யணும்,CALL_ASHA
கர்ப்பிணி பொண்ணுக்கு செக் அப் எப்போ,CALL_ASHA
பேபிக்கு தாய்ப்பால் எப்படி,CALL_ASHA
மனைவிக்கு கால்சியம் வேணும்,CALL_ASHA
மகளுக்கு வாக்சினேஷன் எப்போ அடுத்தது,CALL_ASHA
கர்ப்பிணி மனைவிக்கு இரும்பு வேணும்,CALL_ASHA
என் பேபிக்கு சாப்பிட சிரமம் என்ன செய்யலாம்,CALL_ASHA
மகனுக்கு மல்டிவிட்டமின் வேணும்,CALL_ASHA
பொண்டாட்டிக்கு கர்ப்ப டயட் கொஞ்சம் சொல்லுங்க,CALL_ASHA
சின்னு பையனுக்கு இருமல் சிரப் வேணும்,CALL_ASHA
என் பேபிக்கு லேசான ஜுரம் இருக்கு என்ன,CALL_ASHA
கர்ப்பிணி பொண்ணுக்கு மாத்திரை எப்போ,CALL_ASHA
பையனுக்கு டீவார்மிங் எப்போ,CALL_ASHA
பேபிக்கு பால் கொடுக்குற நேரம்,CALL_ASHA
என் மனைவிக்கு லேசான முதுகு வலி என்ன,CALL_ASHA
மகளுக்கு இரும்பு மாத்திரை எப்போ,CALL_ASHA
பேபிக்கு அடுத்த ஷாட் தேதி,CALL_ASHA
கர்ப்பிணி மனைவிக்கு கால்சியம் வேணும்,CALL_ASHA
என் சின்னு பையனுக்கு லேசான சளி,CALL_ASHA
பேபிக்கு வெயிட் அதிகரிக்க என்ன பண்ணலாம்,CALL_ASHA
மகனுக்கு வாக்சினேஷன் கேம்ப் எப்போ,CALL_ASHA
என் பேபி அழுதுகிட்டே தூங்கல என்ன,CALL_ASHA
கர்ப்பிணி பொண்ணுக்கு டயட் வேணும்,CALL_ASHA
பையனுக்கு விட்டமின் எப்போ,CALL_ASHA
பேபிக்கு லேசான சளி,CALL_ASHA
என் மனைவிக்கு கர்ப்பத்தில் மாத்திரை வேணும்,CALL_ASHA
மகளுக்கு டீவார்மிங் வேணும்,CALL_ASHA
பேபிக்கு பால் குடிக்க சிரமம்,CALL_ASHA
கர்ப்பிணி மனைவிக்கு லேசான தலைவலி,CALL_ASHA
என் மகனுக்கு அடுத்த வாக்சின்,CALL_ASHA
பொண்டாட்டிக்கு இரும்பு சப்ளிமெண்ட்,CALL_ASHA
சின்னு பையனுக்கு மல்டிவிட்டமின் வேணும்,CALL_ASHA
பேபிக்கு லேசான வயிற்றுப்போக்கு என்ன,CALL_ASHA
என் கர்ப்பிணி பொண்ணுக்கு செக் அப் எப்போ,CALL_ASHA
பையனுக்கு இருமல் மருந்து எப்போ,CALL_ASHA
பேபிக்கு லேசான ஜுரம் என்ன செய்யலாம்,CALL_ASHA
மனைவிக்கு கால்சியம் டேப்லட்,CALL_ASHA
என் மகளுக்கு வாக்சினேஷன் எப்போ,CALL_ASHA
பேபிக்கு சளி பரவாயில்லையா,CALL_ASHA
கர்ப்பிணி மனைவிக்கு ஃபோலிக் ஆசிட் எப்போ,CALL_ASHA
மகனுக்கு லேசான சளி என்ன செய்யணும்,CALL_ASHA
என் பேபிக்கு தாய்ப்பால் எப்படி கொடுக்கணும்,CALL_ASHA
பொண்டாட்டிக்கு டயட் என்ன வேணும்,CALL_ASHA
சின்னு பையனுக்கு இரும்பு டிராப்ஸ்,CALL_ASHA
பேபி தூங்க சிரமம் what,CALL_ASHA
என் கர்ப்பிணி பொண்ணுக்கு லேசான வலி என்ன,CALL_ASHA
பையனுக்கு விட்டமின் டேப்லட் வேணும்,CALL_ASHA
பேபிக்கு அடுத்த ஊசி எப்போ,CALL_ASHA
மனைவிக்கு கர்ப்ப செக் அப்,CALL_ASHA
என் மகளுக்கு லேசான ஜுரம் என்ன,CALL_ASHA
சின்னு பையனுக்கு வாக்சினேஷன் தேதி,CALL_ASHA
பேபி அழுகை அதிகம் என்ன பண்ணலாம்,CALL_ASHA
என் பையனுக்கு மல்டிவிட்டமின்,CALL_ASHA
மனைவிக்கு லேசான தலைவலி என்ன,CALL_ASHA
மகளுக்கு அடுத்த ஷாட்,CALL_ASHA
என் பேபிக்கு வெயிட் என்ன பண்ணலாம்,CALL_ASHA
கர்ப்பிணி மனைவிக்கு டயட் வேணும்,CALL_ASHA
பேபிக்கு பால் சிரமம்,CALL_ASHA
என் பொண்டாட்டிக்கு ஃபோலிக் ஆசிட்,CALL_ASHA
சின்னு பையனுக்கு லேசான சளி என்ன,CALL_ASHA
பேபிக்கு அடுத்த வாக்சின் எப்போ,CALL_ASHA
கர்ப்பிணி பொண்ணுக்கு கால்சியம்,CALL_ASHA
என் பையனுக்கு இரும்பு வேணும்,CALL_ASHA
மனைவிக்கு கர்ப்பத்தில் என்ன,CALL_ASHA
மகளுக்கு விட்டமின் எப்போ,CALL_ASHA
என் பேபிக்கு சாப்பிட சிரமம்,CALL_ASHA
